Timestamp,Lot_ID,Wafer_ID,X_Die,Y_Die,BIN_Code,Defect_Type,Equipment,RF_Power(W),FDC_Temp,FDC_Pressure,Target_CD,Actual_CD
2026-05-31 23:00:07.842,LOT_01,Wafer_001,-15,-12,BIN01,No_Defect,Etch_Chamber_A,500.7,39.58,9.81,50.0,49.85
2026-05-31 23:00:07.915,LOT_01,Wafer_001,-15,-11,BIN01,No_Defect,Etch_Chamber_A,500.5,39.59,9.94,50.0,51.23
2026-05-31 23:00:08.015,LOT_01,Wafer_001,-15,-10,BIN01,No_Defect,Photo_Track_A,500.8,40.47,9.89,50.0,50.81
2026-05-31 23:00:08.127,LOT_01,Wafer_001,-15,-9,BIN01,No_Defect,Photo_Track_A,498.1,40.32,10.27,50.0,50.41
2026-05-31 23:00:08.221,LOT_01,Wafer_001,-15,-8,BIN01,No_Defect,Etch_Chamber_A,501.6,40.03,10.05,50.0,51.23
2026-05-31 23:00:08.301,LOT_01,Wafer_001,-15,-7,BIN01,No_Defect,Etch_Chamber_A,499.0,40.1,9.57,50.0,50.8
2026-05-31 23:00:08.420,LOT_01,Wafer_001,-15,-6,BIN01,No_Defect,Photo_Track_A,502.4,40.48,10.13,50.0,49.91
2026-05-31 23:00:08.520,LOT_01,Wafer_001,-15,-5,BIN01,No_Defect,Etch_Chamber_A,495.9,40.19,9.99,50.0,49.95
2026-05-31 23:00:08.634,LOT_01,Wafer_001,-15,-4,BIN01,No_Defect,Etch_Chamber_A,504.7,40.24,9.59,50.0,49.34
2026-05-31 23:00:08.702,LOT_01,Wafer_001,-15,-3,BIN01,No_Defect,Etch_Chamber_A,501.5,39.45,10.1,50.0,49.83
2026-05-31 23:00:08.829,LOT_01,Wafer_001,-15,-2,BIN01,No_Defect,Photo_Track_A,501.2,40.04,10.07,50.0,49.68
2026-05-31 23:00:08.909,LOT_01,Wafer_001,-15,-1,BIN01,No_Defect,Etch_Chamber_A,498.9,39.95,9.79,50.0,49.28
2026-05-31 23:00:09.037,LOT_01,Wafer_001,-15,0,BIN01,No_Defect,Photo_Track_A,503.9,39.69,9.95,50.0,49.88
2026-05-31 23:00:09.102,LOT_01,Wafer_001,-15,1,BIN01,No_Defect,Photo_Track_A,498.5,40.43,9.88,50.0,50.35
2026-05-31 23:00:09.246,LOT_01,Wafer_001,-15,2,BIN01,No_Defect,Photo_Track_A,500.4,39.98,10.01,50.0,50.96
2026-05-31 23:00:09.323,LOT_01,Wafer_001,-15,3,BIN01,No_Defect,Etch_Chamber_A,506.2,40.29,10.06,50.0,50.67
2026-05-31 23:00:09.419,LOT_01,Wafer_001,-15,4,BIN01,No_Defect,Etch_Chamber_A,500.6,39.42,9.67,50.0,49.71
2026-05-31 23:00:09.526,LOT_01,Wafer_001,-15,5,BIN01,No_Defect,Photo_Track_A,498.5,39.47,9.87,50.0,49.79
2026-05-31 23:00:09.632,LOT_01,Wafer_001,-15,6,BIN01,No_Defect,Etch_Chamber_A,499.4,38.91,9.92,50.0,51.3
2026-05-31 23:00:09.700,LOT_01,Wafer_001,-15,7,BIN01,No_Defect,Etch_Chamber_A,497.9,40.76,10.11,50.0,49.89
2026-05-31 23:00:09.807,LOT_01,Wafer_001,-15,8,BIN01,No_Defect,Etch_Chamber_A,500.0,40.11,10.17,50.0,49.02
2026-05-31 23:00:09.941,LOT_01,Wafer_001,-15,9,BIN01,No_Defect,Photo_Track_A,499.1,39.82,9.95,50.0,49.62
2026-05-31 23:00:10.045,LOT_01,Wafer_001,-15,10,BIN01,No_Defect,Photo_Track_A,500.0,40.09,10.18,50.0,50.27
2026-05-31 23:00:10.113,LOT_01,Wafer_001,-15,11,BIN01,No_Defect,Etch_Chamber_A,496.7,40.05,10.15,50.0,50.33
2026-05-31 23:00:10.232,LOT_01,Wafer_001,-15,12,BIN01,No_Defect,Etch_Chamber_A,503.7,40.32,9.84,50.0,50.16
2026-05-31 23:00:10.347,LOT_01,Wafer_001,-15,13,BIN01,No_Defect,Etch_Chamber_A,505.6,39.43,10.05,50.0,49.03
2026-05-31 23:00:10.400,LOT_01,Wafer_001,-14,-14,BIN01,No_Defect,Etch_Chamber_A,497.2,41.03,9.61,50.0,50.14
2026-05-31 23:00:10.515,LOT_01,Wafer_001,-14,-13,BIN01,No_Defect,Etch_Chamber_A,501.1,40.42,9.77,50.0,50.86
2026-05-31 23:00:10.639,LOT_01,Wafer_001,-14,-12,BIN01,No_Defect,Photo_Track_A,500.9,39.89,10.03,50.0,50.39
2026-05-31 23:00:10.744,LOT_01,Wafer_001,-14,-11,BIN01,No_Defect,Photo_Track_A,501.0,40.08,10.02,50.0,50.95
2026-05-31 23:00:10.835,LOT_01,Wafer_001,-14,-10,BIN01,No_Defect,Etch_Chamber_A,501.0,40.27,10.14,50.0,50.29
2026-05-31 23:00:10.944,LOT_01,Wafer_001,-14,-9,BIN01,No_Defect,Photo_Track_A,501.7,40.14,10.42,50.0,49.8
2026-05-31 23:00:11.002,LOT_01,Wafer_001,-14,-8,BIN01,No_Defect,Etch_Chamber_A,500.5,40.89,9.92,50.0,50.48
2026-05-31 23:00:11.114,LOT_01,Wafer_001,-14,-7,BIN01,No_Defect,Photo_Track_A,499.5,39.21,10.0,50.0,50.49
2026-05-31 23:00:11.210,LOT_01,Wafer_001,-14,-6,BIN01,No_Defect,Etch_Chamber_A,496.3,40.12,9.69,50.0,49.54
2026-05-31 23:00:11.318,LOT_01,Wafer_001,-14,-5,BIN01,No_Defect,Etch_Chamber_A,501.3,40.17,9.92,50.0,51.36
2026-05-31 23:00:11.421,LOT_01,Wafer_001,-14,-4,BIN01,No_Defect,Etch_Chamber_A,499.3,40.49,10.14,50.0,49.74
2026-05-31 23:00:11.510,LOT_01,Wafer_001,-14,-3,BIN01,No_Defect,Photo_Track_A,502.6,39.83,10.17,50.0,49.73
2026-05-31 23:00:11.646,LOT_01,Wafer_001,-14,-2,BIN01,No_Defect,Photo_Track_A,500.1,40.71,9.91,50.0,49.92
2026-05-31 23:00:11.706,LOT_01,Wafer_001,-14,-1,BIN01,No_Defect,Etch_Chamber_A,496.4,39.61,9.75,50.0,50.9
2026-05-31 23:00:11.838,LOT_01,Wafer_001,-14,0,BIN01,No_Defect,Etch_Chamber_A,501.7,40.38,10.04,50.0,49.44
2026-05-31 23:00:11.944,LOT_01,Wafer_001,-14,1,BIN01,No_Defect,Etch_Chamber_A,500.4,40.89,10.12,50.0,50.27
2026-05-31 23:00:12.020,LOT_01,Wafer_001,-14,2,BIN01,No_Defect,Etch_Chamber_A,499.3,39.69,9.96,50.0,49.72
2026-05-31 23:00:12.126,LOT_01,Wafer_001,-14,3,BIN01,No_Defect,Etch_Chamber_A,496.6,40.03,10.22,50.0,50.92
2026-05-31 23:00:12.245,LOT_01,Wafer_001,-14,4,BIN01,No_Defect,Photo_Track_A,498.2,40.31,9.87,50.0,50.15
2026-05-31 23:00:12.307,LOT_01,Wafer_001,-14,5,BIN01,No_Defect,Etch_Chamber_A,502.5,39.89,10.13,50.0,49.51
2026-05-31 23:00:12.406,LOT_01,Wafer_001,-14,6,BIN01,No_Defect,Photo_Track_A,502.1,40.24,9.69,50.0,49.58
2026-05-31 23:00:12.502,LOT_01,Wafer_001,-14,7,BIN01,No_Defect,Etch_Chamber_A,505.1,39.87,9.78,50.0,50.04
2026-05-31 23:00:12.643,LOT_01,Wafer_001,-14,8,BIN01,No_Defect,Photo_Track_A,499.1,40.67,9.93,50.0,48.73
2026-05-31 23:00:12.711,LOT_01,Wafer_001,-14,9,BIN01,No_Defect,Photo_Track_A,502.8,41.28,9.78,50.0,48.4
2026-05-31 23:00:12.824,LOT_01,Wafer_001,-14,10,BIN01,No_Defect,Etch_Chamber_A,499.4,40.8,10.0,50.0,49.57
2026-05-31 23:00:12.914,LOT_01,Wafer_001,-14,11,BIN01,No_Defect,Photo_Track_A,497.8,39.3,9.84,50.0,51.05
2026-05-31 23:00:13.049,LOT_01,Wafer_001,-14,12,BIN03,Scratch,Etch_Chamber_A,499.6,55.39,9.06,50.0,50.82
2026-05-31 23:00:13.140,LOT_01,Wafer_001,-14,13,BIN01,No_Defect,Etch_Chamber_A,501.0,40.05,9.97,50.0,49.37
2026-05-31 23:00:13.233,LOT_01,Wafer_001,-14,14,BIN01,No_Defect,Etch_Chamber_A,499.4,40.62,10.08,50.0,49.37
2026-05-31 23:00:13.345,LOT_01,Wafer_001,-13,-15,BIN01,No_Defect,Etch_Chamber_A,501.8,40.16,9.75,50.0,49.89
2026-05-31 23:00:13.412,LOT_01,Wafer_001,-13,-14,BIN01,No_Defect,Etch_Chamber_A,499.3,40.5,9.9,50.0,49.94
2026-05-31 23:00:13.514,LOT_01,Wafer_001,-13,-13,BIN01,No_Defect,Photo_Track_A,496.5,40.62,9.57,50.0,49.67
2026-05-31 23:00:13.639,LOT_01,Wafer_001,-13,-12,BIN01,No_Defect,Etch_Chamber_A,500.6,39.82,10.05,50.0,50.02
2026-05-31 23:00:13.711,LOT_01,Wafer_001,-13,-11,BIN01,No_Defect,Etch_Chamber_A,500.6,39.82,9.99,50.0,48.97
2026-05-31 23:00:13.830,LOT_01,Wafer_001,-13,-10,BIN01,No_Defect,Photo_Track_A,497.9,40.31,9.76,50.0,49.87
2026-05-31 23:00:13.935,LOT_01,Wafer_001,-13,-9,BIN01,No_Defect,Etch_Chamber_A,504.0,39.19,10.11,50.0,50.43
2026-05-31 23:00:14.018,LOT_01,Wafer_001,-13,-8,BIN01,No_Defect,Photo_Track_A,498.2,39.55,9.82,50.0,50.51
2026-05-31 23:00:14.135,LOT_01,Wafer_001,-13,-7,BIN01,No_Defect,Photo_Track_A,498.8,39.08,9.74,50.0,50.02
2026-05-31 23:00:14.203,LOT_01,Wafer_001,-13,-6,BIN01,No_Defect,Photo_Track_A,500.5,39.89,10.24,50.0,50.26
2026-05-31 23:00:14.320,LOT_01,Wafer_001,-13,-5,BIN01,No_Defect,Etch_Chamber_A,500.2,41.04,9.94,50.0,50.11
2026-05-31 23:00:14.437,LOT_01,Wafer_001,-13,-4,BIN01,No_Defect,Etch_Chamber_A,500.5,39.38,10.03,50.0,50.14
2026-05-31 23:00:14.526,LOT_01,Wafer_001,-13,-3,BIN01,No_Defect,Photo_Track_A,499.9,40.57,9.86,50.0,51.06
2026-05-31 23:00:14.635,LOT_01,Wafer_001,-13,-2,BIN01,No_Defect,Etch_Chamber_A,499.4,39.6,9.98,50.0,49.6
2026-05-31 23:00:14.727,LOT_01,Wafer_001,-13,-1,BIN01,No_Defect,Photo_Track_A,502.1,39.34,9.95,50.0,50.07
2026-05-31 23:00:14.817,LOT_01,Wafer_001,-13,0,BIN01,No_Defect,Photo_Track_A,500.1,40.4,10.19,50.0,50.01
2026-05-31 23:00:14.913,LOT_01,Wafer_001,-13,1,BIN01,No_Defect,Etch_Chamber_A,500.5,40.21,10.04,50.0,49.23
2026-05-31 23:00:15.023,LOT_01,Wafer_001,-13,2,BIN01,No_Defect,Etch_Chamber_A,499.6,40.18,9.88,50.0,49.91
2026-05-31 23:00:15.113,LOT_01,Wafer_001,-13,3,BIN01,No_Defect,Photo_Track_A,499.1,40.56,9.98,50.0,50.53
2026-05-31 23:00:15.223,LOT_01,Wafer_001,-13,4,BIN01,No_Defect,Photo_Track_A,498.3,39.36,10.28,50.0,51.65
2026-05-31 23:00:15.318,LOT_01,Wafer_001,-13,5,BIN01,No_Defect,Photo_Track_A,499.6,40.63,9.82,50.0,49.74
2026-05-31 23:00:15.408,LOT_01,Wafer_001,-13,6,BIN01,No_Defect,Photo_Track_A,494.7,40.62,10.17,50.0,50.44
2026-05-31 23:00:15.535,LOT_01,Wafer_001,-13,7,BIN01,No_Defect,Etch_Chamber_A,502.4,40.36,10.01,50.0,49.59
2026-05-31 23:00:15.610,LOT_01,Wafer_001,-13,8,BIN01,No_Defect,Photo_Track_A,498.6,41.3,9.87,50.0,49.09
2026-05-31 23:00:15.749,LOT_01,Wafer_001,-13,9,BIN01,No_Defect,Photo_Track_A,499.2,40.79,9.9,50.0,49.83
2026-05-31 23:00:15.846,LOT_01,Wafer_001,-13,10,BIN01,No_Defect,Etch_Chamber_A,496.8,40.23,10.15,50.0,50.38
2026-05-31 23:00:15.948,LOT_01,Wafer_001,-13,11,BIN01,No_Defect,Photo_Track_A,497.9,39.03,9.76,50.0,50.41
2026-05-31 23:00:16.029,LOT_01,Wafer_001,-13,12,BIN01,No_Defect,Photo_Track_A,501.7,40.28,9.69,50.0,50.12
2026-05-31 23:00:16.105,LOT_01,Wafer_001,-13,13,BIN01,No_Defect,Photo_Track_A,500.6,40.08,10.1,50.0,51.47
2026-05-31 23:00:16.248,LOT_01,Wafer_001,-13,14,BIN01,No_Defect,Etch_Chamber_A,501.0,39.79,9.98,50.0,50.72
2026-05-31 23:00:16.309,LOT_01,Wafer_001,-13,15,BIN01,No_Defect,Photo_Track_A,501.6,39.81,9.77,50.0,50.63
2026-05-31 23:00:16.433,LOT_01,Wafer_001,-12,-16,BIN01,No_Defect,Etch_Chamber_A,495.5,41.12,9.87,50.0,49.47
2026-05-31 23:00:16.500,LOT_01,Wafer_001,-12,-15,BIN01,No_Defect,Photo_Track_A,501.3,40.14,10.07,50.0,51.21
2026-05-31 23:00:16.640,LOT_01,Wafer_001,-12,-14,BIN01,No_Defect,Etch_Chamber_A,501.1,39.88,10.02,50.0,50.02
2026-05-31 23:00:16.726,LOT_01,Wafer_001,-12,-13,BIN01,No_Defect,Etch_Chamber_A,502.4,38.26,9.83,50.0,50.21
2026-05-31 23:00:16.813,LOT_01,Wafer_001,-12,-12,BIN01,No_Defect,Etch_Chamber_A,500.3,40.55,10.03,50.0,51.04
2026-05-31 23:00:16.905,LOT_01,Wafer_001,-12,-11,BIN01,No_Defect,Etch_Chamber_A,502.1,40.41,10.1,50.0,50.7
2026-05-31 23:00:17.038,LOT_01,Wafer_001,-12,-10,BIN01,No_Defect,Etch_Chamber_A,499.9,40.1,9.97,50.0,50.33
2026-05-31 23:00:17.101,LOT_01,Wafer_001,-12,-9,BIN01,No_Defect,Etch_Chamber_A,498.6,39.81,9.83,50.0,50.3
2026-05-31 23:00:17.232,LOT_01,Wafer_001,-12,-8,BIN01,No_Defect,Etch_Chamber_A,501.3,39.59,10.17,50.0,48.86
2026-05-31 23:00:17.346,LOT_01,Wafer_001,-12,-7,BIN01,No_Defect,Etch_Chamber_A,499.4,40.32,10.43,50.0,50.13
2026-05-31 23:00:17.422,LOT_01,Wafer_001,-12,-6,BIN01,No_Defect,Etch_Chamber_A,497.6,40.59,9.95,50.0,49.76
2026-05-31 23:00:17.511,LOT_01,Wafer_001,-12,-5,BIN01,No_Defect,Etch_Chamber_A,499.6,40.09,10.08,50.0,49.76
2026-05-31 23:00:17.603,LOT_01,Wafer_001,-12,-4,BIN01,No_Defect,Etch_Chamber_A,498.8,39.88,10.37,50.0,51.15
2026-05-31 23:00:17.713,LOT_01,Wafer_001,-12,-3,BIN01,No_Defect,Etch_Chamber_A,498.9,40.78,9.99,50.0,51.13
2026-05-31 23:00:17.826,LOT_01,Wafer_001,-12,-2,BIN01,No_Defect,Photo_Track_A,498.9,40.04,10.23,50.0,50.53
2026-05-31 23:00:17.944,LOT_01,Wafer_001,-12,-1,BIN01,No_Defect,Photo_Track_A,499.6,40.56,10.26,50.0,49.31
2026-05-31 23:00:18.034,LOT_01,Wafer_001,-12,0,BIN01,No_Defect,Etch_Chamber_A,497.8,39.83,10.31,50.0,49.3
2026-05-31 23:00:18.135,LOT_01,Wafer_001,-12,1,BIN01,No_Defect,Etch_Chamber_A,499.8,39.37,10.29,50.0,50.67
2026-05-31 23:00:18.223,LOT_01,Wafer_001,-12,2,BIN01,No_Defect,Etch_Chamber_A,499.3,39.92,9.76,50.0,50.01
2026-05-31 23:00:18.344,LOT_01,Wafer_001,-12,3,BIN01,No_Defect,Etch_Chamber_A,497.9,40.62,10.1,50.0,49.97
2026-05-31 23:00:18.443,LOT_01,Wafer_001,-12,4,BIN01,No_Defect,Etch_Chamber_A,498.9,40.18,9.68,50.0,49.72
